YOUTH1,YOUTH2,YOUTH3,YOUTH4,YOUTH5,YOUTH6,YOUTH7,YOUTH8,YOUTH9,YOUTH10,YOUTH11,YOUTH12,YOUTH13,YOUTH14,YOUTH15,YOUTH16,YOUTH17,YOUTH18,YOUTH19,YOUTH20,YOUTH21,YOUTH22,YOUTH23,YOUTH24,YOUTH25,YOUTH26,YOUTH27,YOUTH28,YOUTH29,YOUTH30,YOUTH31,YOUTH32,YOUTH33,YOUTH34,YOUTH35,YOUTH36,YOUTH37,YOUTH38,YOUTH39,YOUTH40,YOUTH41,YOUTH42,YOUTH43,INVOLVEMENT,SOCIAL_SKILLS,FAMILY_STRENGTH,SCHOOL_STRENGTH,SOCIAL_SUPPORT,POSITIVE_OUTLOOK,TOTAL_RESILIENCY
5.00,1.00,3.00,3.00,5.00,2.00,3.00,3.00,5.00,5.00,5.00,4.00,4.00,3.00,0.00,3.00,0.00,1.00,4.00,2.00,4.00,4.00,2.00,0.00,4.00,4.00,4.00,4.00,4.00,3.00,0.00,4.00,1.00,3.00,0.00,3.00,0.00,4.00,4.00,2.00,1.00,4.00,4.00,19.00,25.00,27.00,16.00,18.00,15.00,120.00
3.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,3.00,3.00,1.00,5.00,4.00,0.00,3.00,2.00,4.00,1.00,3.00,3.00,0.00,4.00,0.00,0.00,0.00,2.00,1.00,0.00,3.00,2.00,0.00,3.00,0.00,0.00,4.00,2.00,4.00,3.00,4.00,0.00,3.00,4.00,2.00,8.00,19.00,24.00,3.00,18.00,14.00,86.00
3.00,1.00,1.00,1.00,1.00,2.00,3.00,3.00,3.00,4.00,4.00,2.00,4.00,2.00,2.00,2.00,2.00,0.00,3.00,2.00,4.00,4.00,1.00,1.00,1.00,1.00,4.00,2.00,3.00,2.00,0.00,3.00,4.00,4.00,3.00,4.00,4.00,0.00,2.00,0.00,1.00,3.00,2.00,9.00,19.00,26.00,9.00,27.00,6.00,96.00
5.00,2.00,5.00,1.00,2.00,3.00,5.00,5.00,5.00,4.00,5.00,5.00,4.00,2.00,1.00,1.00,1.00,2.00,3.00,3.00,4.00,4.00,0.00,3.00,4.00,4.00,4.00,4.00,3.00,3.00,0.00,3.00,2.00,4.00,4.00,4.00,0.00,4.00,2.00,4.00,2.00,4.00,3.00,18.00,29.00,25.00,19.00,23.00,16.00,130.00
4.00,3.00,4.00,4.00,3.00,3.00,4.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,3.00,2.00,2.00,3.00,4.00,2.00,3.00,2.00,2.00,4.00,3.00,4.00,4.00,4.00,2.00,4.00,3.00,2.00,3.00,4.00,4.00,21.00,25.00,40.00,13.00,28.00,16.00,143.00
3.00,1.00,1.00,1.00,3.00,3.00,4.00,4.00,4.00,5.00,4.00,4.00,4.00,3.00,1.00,2.00,2.00,0.00,3.00,0.00,3.00,3.00,2.00,4.00,3.00,4.00,4.00,4.00,4.00,2.00,4.00,4.00,4.00,2.00,4.00,4.00,2.00,4.00,4.00,3.00,4.00,4.00,4.00,12.00,25.00,23.00,19.00,30.00,19.00,128.00
4.00,1.00,1.00,1.00,2.00,1.00,3.00,3.00,4.00,5.00,4.00,3.00,3.00,0.00,0.00,0.00,0.00,2.00,3.00,2.00,4.00,3.00,3.00,2.00,1.00,2.00,2.00,1.00,2.00,2.00,1.00,2.00,3.00,0.00,2.00,3.00,3.00,3.00,2.00,2.00,2.00,3.00,2.00,10.00,22.00,20.00,8.00,18.00,12.00,90.00
5.00,5.00,3.00,4.00,3.00,2.00,4.00,3.00,4.00,4.00,4.00,3.00,3.00,0.00,0.00,1.00,2.00,4.00,4.00,1.00,2.00,2.00,0.00,0.00,2.00,3.00,3.00,2.00,4.00,2.00,2.00,4.00,1.00,2.00,1.00,4.00,0.00,4.00,2.00,2.00,3.00,4.00,3.00,22.00,22.00,19.00,10.00,20.00,15.00,108.00
4.00,1.00,1.00,1.00,3.00,1.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,4.00,2.00,2.00,1.00,0.00,0.00,0.00,3.00,3.00,2.00,0.00,3.00,2.00,4.00,2.00,0.00,1.00,0.00,2.00,0.00,4.00,1.00,4.00,0.00,4.00,3.00,1.00,4.00,0.00,4.00,11.00,23.00,21.00,11.00,12.00,12.00,90.00
3.00,1.00,2.00,3.00,3.00,2.00,4.00,4.00,4.00,3.00,4.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,1.00,3.00,0.00,0.00,0.00,3.00,4.00,3.00,4.00,2.00,0.00,4.00,0.00,0.00,0.00,2.00,2.00,3.00,2.00,2.00,2.00,4.00,4.00,14.00,22.00,10.00,10.00,14.00,13.00,83.00
5.00,1.00,1.00,1.00,1.00,1.00,5.00,5.00,5.00,5.00,2.00,5.00,0.00,4.00,1.00,4.00,0.00,3.00,3.00,2.00,4.00,4.00,0.00,4.00,1.00,0.00,4.00,2.00,4.00,3.00,4.00,3.00,0.00,4.00,0.00,4.00,0.00,4.00,4.00,4.00,2.00,4.00,4.00,10.00,27.00,25.00,11.00,22.00,18.00,113.00
5.00,1.00,1.00,5.00,1.00,1.00,5.00,5.00,5.00,5.00,2.00,5.00,0.00,4.00,1.00,4.00,0.00,3.00,3.00,2.00,4.00,4.00,0.00,4.00,1.00,0.00,4.00,2.00,4.00,3.00,4.00,3.00,0.00,4.00,0.00,4.00,0.00,4.00,4.00,4.00,2.00,4.00,4.00,14.00,27.00,25.00,11.00,22.00,18.00,117.00
5.00,1.00,1.00,1.00,3.00,1.00,4.00,5.00,5.00,5.00,5.00,3.00,4.00,4.00,4.00,2.00,4.00,0.00,3.00,2.00,4.00,4.00,2.00,0.00,0.00,4.00,4.00,0.00,4.00,0.00,4.00,4.00,0.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,3.00,3.00,4.00,12.00,27.00,33.00,8.00,28.00,16.00,124.00
3.00,1.00,1.00,1.00,3.00,3.00,3.00,4.00,5.00,5.00,5.00,4.00,2.00,4.00,0.00,4.00,0.00,1.00,2.00,3.00,4.00,4.00,0.00,4.00,4.00,2.00,4.00,4.00,4.00,1.00,4.00,4.00,4.00,4.00,0.00,3.00,3.00,4.00,3.00,3.00,1.00,4.00,3.00,12.00,26.00,24.00,18.00,27.00,15.00,122.00
3.00,1.00,1.00,1.00,2.00,1.00,4.00,4.00,3.00,4.00,4.00,3.00,4.00,1.00,0.00,1.00,1.00,1.00,2.00,0.00,4.00,2.00,0.00,0.00,0.00,3.00,1.00,0.00,2.00,0.00,3.00,3.00,0.00,1.00,0.00,3.00,0.00,1.00,2.00,1.00,1.00,0.00,0.00,9.00,22.00,16.00,4.00,12.00,5.00,68.00
3.00,2.00,3.00,5.00,5.00,1.00,3.00,4.00,4.00,4.00,4.00,3.00,2.00,4.00,0.00,4.00,0.00,2.00,4.00,3.00,4.00,4.00,0.00,0.00,2.00,3.00,4.00,2.00,4.00,4.00,0.00,3.00,2.00,4.00,0.00,4.00,4.00,4.00,1.00,0.00,0.00,4.00,4.00,19.00,22.00,27.00,11.00,25.00,9.00,113.00
4.00,5.00,3.00,3.00,5.00,4.00,3.00,4.00,4.00,3.00,5.00,5.00,4.00,1.00,2.00,0.00,1.00,1.00,4.00,0.00,1.00,2.00,3.00,2.00,2.00,4.00,4.00,4.00,4.00,2.00,4.00,4.00,2.00,0.00,0.00,0.00,4.00,3.00,4.00,3.00,2.00,3.00,3.00,24.00,24.00,19.00,16.00,20.00,15.00,118.00
3.00,4.00,1.00,1.00,4.00,1.00,2.00,2.00,3.00,4.00,3.00,3.00,3.00,3.00,1.00,2.00,1.00,1.00,0.00,1.00,4.00,3.00,1.00,1.00,2.00,3.00,4.00,2.00,3.00,2.00,4.00,2.00,1.00,2.00,1.00,2.00,0.00,3.00,3.00,2.00,1.00,2.00,2.00,14.00,17.00,20.00,12.00,17.00,11.00,91.00
5.00,3.00,1.00,1.00,5.00,3.00,5.00,5.00,3.00,5.00,2.00,3.00,3.00,4.00,4.00,4.00,4.00,0.00,4.00,2.00,4.00,4.00,4.00,4.00,2.00,2.00,3.00,2.00,4.00,2.00,4.00,3.00,4.00,4.00,3.00,4.00,3.00,4.00,3.00,2.00,3.00,4.00,4.00,18.00,23.00,37.00,13.00,31.00,16.00,138.00
5.00,1.00,4.00,5.00,4.00,1.00,4.00,4.00,3.00,3.00,5.00,2.00,4.00,2.00,1.00,2.00,1.00,2.00,3.00,3.00,4.00,2.00,0.00,2.00,1.00,2.00,2.00,2.00,3.00,2.00,4.00,3.00,2.00,4.00,1.00,3.00,2.00,2.00,0.00,0.00,0.00,3.00,1.00,20.00,21.00,24.00,9.00,24.00,5.00,103.00
3.00,1.00,1.00,4.00,3.00,1.00,3.00,4.00,3.00,3.00,5.00,3.00,2.00,4.00,0.00,4.00,0.00,3.00,3.00,4.00,4.00,4.00,1.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,0.00,3.00,4.00,4.00,0.00,4.00,3.00,4.00,4.00,0.00,2.00,4.00,4.00,13.00,21.00,29.00,20.00,26.00,14.00,123.00
4.00,1.00,1.00,1.00,4.00,2.00,5.00,5.00,4.00,3.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,0.00,4.00,0.00,4.00,4.00,0.00,4.00,3.00,2.00,3.00,2.00,4.00,1.00,4.00,4.00,4.00,4.00,3.00,4.00,0.00,4.00,4.00,0.00,3.00,4.00,4.00,13.00,24.00,32.00,14.00,28.00,15.00,126.00
4.00,1.00,1.00,1.00,4.00,2.00,5.00,5.00,4.00,3.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,0.00,4.00,0.00,4.00,4.00,0.00,4.00,3.00,2.00,3.00,2.00,4.00,1.00,4.00,4.00,4.00,4.00,3.00,4.00,0.00,4.00,4.00,0.00,3.00,4.00,4.00,13.00,24.00,32.00,14.00,28.00,15.00,126.00
5.00,3.00,2.00,1.00,3.00,2.00,4.00,4.00,3.00,4.00,4.00,3.00,4.00,1.00,3.00,3.00,4.00,4.00,4.00,3.00,3.00,4.00,1.00,2.00,2.00,3.00,4.00,3.00,3.00,3.00,0.00,2.00,2.00,3.00,4.00,4.00,3.00,2.00,4.00,1.00,2.00,4.00,3.00,16.00,22.00,34.00,14.00,24.00,13.00,123.00
4.00,1.00,1.00,4.00,3.00,1.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,3.00,0.00,3.00,3.00,3.00,0.00,3.00,3.00,3.00,4.00,4.00,4.00,2.00,4.00,4.00,3.00,4.00,4.00,4.00,3.00,3.00,3.00,0.00,3.00,4.00,3.00,14.00,23.00,32.00,17.00,32.00,13.00,131.00
4.00,1.00,1.00,4.00,3.00,1.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,3.00,0.00,3.00,3.00,3.00,0.00,3.00,3.00,3.00,4.00,4.00,4.00,2.00,4.00,4.00,3.00,4.00,4.00,4.00,3.00,3.00,3.00,0.00,3.00,4.00,3.00,14.00,23.00,32.00,17.00,32.00,13.00,131.00
5.00,1.00,1.00,1.00,1.00,1.00,5.00,4.00,5.00,3.00,5.00,5.00,3.00,2.00,1.00,2.00,1.00,2.00,3.00,3.00,4.00,3.00,1.00,2.00,2.00,2.00,3.00,2.00,4.00,3.00,2.00,3.00,2.00,3.00,0.00,3.00,3.00,3.00,3.00,2.00,2.00,3.00,2.00,10.00,27.00,25.00,11.00,23.00,13.00,109.00
5.00,1.00,1.00,1.00,1.00,1.00,5.00,4.00,5.00,3.00,5.00,5.00,3.00,2.00,1.00,2.00,1.00,2.00,3.00,3.00,4.00,3.00,1.00,2.00,2.00,2.00,3.00,2.00,4.00,3.00,2.00,3.00,2.00,3.00,0.00,3.00,3.00,3.00,3.00,2.00,2.00,3.00,2.00,10.00,27.00,25.00,11.00,23.00,13.00,109.00
3.00,1.00,1.00,4.00,4.00,2.00,2.00,4.00,3.00,3.00,4.00,3.00,2.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,2.00,2.00,1.00,3.00,0.00,3.00,3.00,3.00,0.00,0.00,4.00,0.00,1.00,3.00,0.00,1.00,2.00,2.00,15.00,19.00,8.00,7.00,16.00,7.00,72.00
4.00,1.00,1.00,3.00,3.00,1.00,4.00,4.00,4.00,4.00,4.00,3.00,2.00,4.00,2.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,0.00,4.00,2.00,4.00,4.00,4.00,4.00,2.00,0.00,4.00,4.00,4.00,2.00,4.00,2.00,4.00,4.00,0.00,4.00,4.00,4.00,13.00,23.00,34.00,18.00,26.00,16.00,130.00
4.00,1.00,1.00,1.00,3.00,1.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,4.00,2.00,4.00,4.00,4.00,4.00,3.00,0.00,2.00,2.00,4.00,3.00,3.00,3.00,2.00,0.00,3.00,3.00,4.00,2.00,3.00,2.00,4.00,4.00,0.00,3.00,3.00,3.00,11.00,24.00,35.00,14.00,22.00,14.00,120.00
5.00,1.00,3.00,5.00,5.00,2.00,4.00,5.00,4.00,5.00,5.00,4.00,4.00,4.00,0.00,4.00,0.00,2.00,2.00,0.00,4.00,4.00,0.00,3.00,4.00,4.00,4.00,4.00,4.00,2.00,4.00,4.00,0.00,4.00,0.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,21.00,27.00,24.00,19.00,25.00,20.00,136.00
5.00,3.00,3.00,3.00,5.00,1.00,4.00,4.00,3.00,3.00,5.00,4.00,4.00,2.00,1.00,1.00,0.00,2.00,2.00,3.00,2.00,4.00,0.00,4.00,2.00,3.00,2.00,2.00,1.00,1.00,4.00,3.00,1.00,1.00,0.00,4.00,3.00,4.00,2.00,2.00,2.00,4.00,3.00,20.00,23.00,21.00,13.00,18.00,14.00,109.00
2.00,1.00,5.00,1.00,2.00,1.00,3.00,2.00,3.00,2.00,4.00,3.00,4.00,3.00,4.00,2.00,3.00,1.00,2.00,1.00,4.00,3.00,0.00,4.00,2.00,1.00,4.00,4.00,3.00,1.00,4.00,4.00,4.00,3.00,4.00,4.00,3.00,4.00,2.00,1.00,1.00,4.00,4.00,12.00,17.00,27.00,15.00,30.00,12.00,113.00
5.00,1.00,3.00,3.00,4.00,1.00,4.00,4.00,4.00,5.00,2.00,5.00,4.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,4.00,0.00,4.00,0.00,0.00,2.00,1.00,0.00,2.00,4.00,2.00,2.00,3.00,3.00,4.00,17.00,24.00,9.00,3.00,13.00,14.00,80.00
1.00,1.00,1.00,1.00,1.00,1.00,5.00,4.00,4.00,3.00,4.00,3.00,4.00,4.00,4.00,2.00,2.00,0.00,1.00,3.00,4.00,0.00,3.00,0.00,0.00,3.00,0.00,1.00,4.00,1.00,4.00,3.00,4.00,4.00,2.00,2.00,0.00,4.00,3.00,0.00,0.00,1.00,0.00,6.00,23.00,27.00,4.00,24.00,8.00,92.00
5.00,3.00,1.00,3.00,4.00,1.00,3.00,3.00,4.00,5.00,5.00,2.00,4.00,3.00,0.00,3.00,0.00,1.00,2.00,0.00,3.00,4.00,0.00,2.00,4.00,2.00,3.00,3.00,2.00,1.00,4.00,3.00,3.00,3.00,0.00,3.00,0.00,4.00,2.00,2.00,1.00,3.00,2.00,17.00,22.00,20.00,14.00,19.00,12.00,104.00
4.00,1.00,1.00,1.00,3.00,1.00,5.00,5.00,5.00,4.00,5.00,5.00,4.00,1.00,4.00,1.00,4.00,2.00,3.00,3.00,4.00,3.00,0.00,3.00,3.00,3.00,4.00,4.00,4.00,2.00,0.00,4.00,3.00,0.00,4.00,1.00,0.00,3.00,3.00,2.00,1.00,4.00,2.00,11.00,29.00,29.00,17.00,18.00,13.00,117.00
5.00,5.00,3.00,3.00,2.00,3.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,1.00,3.00,1.00,3.00,2.00,3.00,2.00,4.00,3.00,3.00,2.00,4.00,4.00,4.00,4.00,4.00,2.00,2.00,4.00,3.00,2.00,3.00,3.00,2.00,4.00,3.00,1.00,2.00,4.00,3.00,21.00,23.00,29.00,18.00,25.00,14.00,130.00
5.00,5.00,3.00,3.00,2.00,3.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,1.00,3.00,1.00,3.00,2.00,3.00,2.00,4.00,3.00,3.00,2.00,4.00,4.00,4.00,4.00,4.00,2.00,2.00,4.00,3.00,2.00,3.00,3.00,2.00,4.00,3.00,1.00,2.00,4.00,3.00,21.00,23.00,29.00,18.00,25.00,14.00,130.00
5.00,1.00,1.00,3.00,3.00,1.00,4.00,3.00,4.00,4.00,2.00,1.00,4.00,4.00,4.00,3.00,3.00,1.00,1.00,1.00,4.00,2.00,0.00,1.00,0.00,4.00,4.00,4.00,4.00,0.00,0.00,0.00,4.00,4.00,4.00,4.00,0.00,4.00,3.00,0.00,4.00,4.00,4.00,14.00,18.00,27.00,13.00,20.00,15.00,107.00
2.00,1.00,1.00,1.00,3.00,2.00,4.00,3.00,4.00,4.00,5.00,4.00,4.00,4.00,2.00,4.00,1.00,3.00,2.00,3.00,4.00,3.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,0.00,3.00,4.00,4.00,2.00,4.00,4.00,4.00,0.00,1.00,3.00,4.00,4.00,10.00,24.00,32.00,20.00,29.00,12.00,127.00
4.00,4.00,1.00,1.00,5.00,1.00,4.00,5.00,4.00,4.00,5.00,4.00, ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,4.00,3.00,0.00,3.00,2.00,3.00,4.00,1.00,0.00,0.00,3.00,3.00,3.00,3.00,1.00,4.00,4.00,4.00,16.00,26.00,0.00,13.00,19.00,15.00,89.00
1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,4.00,5.00,5.00,4.00,4.00,0.00,4.00,1.00,4.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,2.00,0.00,2.00,1.00,4.00,4.00,2.00,4.00,0.00,0.00,0.00,4.00,4.00,2.00,1.00,0.00,0.00,3.00,2.00,6.00,24.00,25.00,5.00,22.00,6.00,88.00
2.00,1.00,1.00,3.00,1.00,1.00,3.00,3.00,2.00,5.00,4.00,2.00,4.00,4.00,2.00,4.00,1.00,2.00,3.00,2.00,4.00,4.00,0.00,2.00,1.00,3.00,1.00,3.00,4.00,0.00,0.00,3.00,4.00,4.00,2.00,4.00,0.00,4.00,4.00,2.00,2.00,4.00,2.00,9.00,19.00,30.00,10.00,21.00,16.00,105.00
3.00,1.00,1.00,1.00,3.00,3.00,2.00,4.00,4.00,5.00,3.00,3.00,4.00,0.00,3.00,0.00,3.00,0.00,3.00,2.00,4.00,4.00,2.00,0.00,1.00,2.00,2.00,2.00,3.00,1.00,0.00,4.00,2.00,4.00,2.00,4.00,3.00,4.00,2.00,3.00,2.00,3.00,3.00,12.00,21.00,25.00,7.00,23.00,14.00,102.00
5.00,3.00,1.00,1.00,4.00,1.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,0.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,15.00,27.00,40.00,20.00,36.00,20.00,158.00
4.00,2.00,1.00,1.00,3.00,1.00,3.00,4.00,5.00,4.00,4.00,3.00,3.00,1.00,4.00,2.00,4.00,0.00,1.00,0.00,4.00,4.00,0.00,3.00,2.00,3.00,4.00,4.00,3.00,2.00,0.00,4.00,2.00,3.00,3.00,3.00,2.00,4.00,4.00,0.00,2.00,4.00,4.00,12.00,23.00,23.00,16.00,22.00,14.00,110.00
3.00,1.00,4.00,5.00,3.00,1.00,4.00,3.00,4.00,5.00,1.00,3.00,4.00,2.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,1.00,4.00,1.00,2.00,3.00,3.00,1.00,0.00,1.00,4.00,3.00,3.00,0.00,1.00,3.00,2.00,17.00,20.00,13.00,3.00,19.00,10.00,82.00
4.00,1.00,1.00,1.00,2.00,1.00,3.00,3.00,3.00,4.00,4.00,3.00,4.00,3.00, ,3.00,0.00,1.00,1.00,1.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,4.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,10.00,20.00,18.00,0.00,9.00,2.00,59.00
3.00,1.00,1.00,1.00,3.00,1.00,3.00,4.00,5.00,3.00,4.00,2.00,2.00,4.00,1.00,4.00,1.00,1.00,4.00,2.00,4.00,0.00,1.00,1.00,3.00,3.00,4.00,4.00,2.00,1.00,4.00,0.00,2.00,4.00,0.00,2.00,1.00,3.00,3.00,3.00,2.00,4.00,4.00,10.00,21.00,24.00,15.00,16.00,15.00,101.00
5.00,3.00,1.00,1.00,3.00,3.00,4.00,3.00,4.00,4.00,3.00,4.00,3.00,2.00,1.00,3.00,2.00,3.00,3.00,2.00,4.00,3.00,2.00,4.00,3.00,4.00,4.00,4.00,3.00,3.00,1.00,3.00,3.00,3.00,2.00,2.00,2.00,4.00,4.00,1.00,3.00,4.00,4.00,16.00,22.00,28.00,19.00,22.00,16.00,123.00
3.00,3.00,2.00,4.00,4.00,5.00,4.00,3.00,4.00,4.00,4.00,3.00,2.00, ,1.00,1.00,0.00,1.00,3.00,0.00,1.00,3.00,1.00,1.00,2.00,1.00,2.00,0.00,4.00,3.00,2.00,4.00,1.00,1.00,1.00,4.00,4.00,4.00,2.00,1.00,0.00,2.00,1.00,21.00,22.00,13.00,6.00,24.00,9.00,95.00
4.00,5.00,1.00,1.00,3.00,1.00,3.00,3.00,3.00,4.00,3.00,3.00,4.00,0.00,4.00,0.00,4.00,1.00,2.00,2.00,2.00,1.00,0.00,0.00,2.00,4.00,4.00,2.00,3.00,3.00,3.00,3.00,3.00,4.00,4.00,3.00,0.00,4.00,4.00,0.00,4.00,4.00,4.00,15.00,19.00,20.00,12.00,26.00,16.00,108.00
2.00,1.00,1.00,3.00,4.00,1.00,4.00,3.00,5.00,5.00,1.00,1.00,4.00,4.00,4.00,3.00,3.00,4.00,4.00,2.00,2.00,3.00,1.00,4.00,2.00,0.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,0.00,4.00,4.00,4.00,4.00,1.00,3.00,4.00,4.00,12.00,19.00,34.00,14.00,31.00,16.00,126.00
5.00,5.00,3.00,3.00,4.00,3.00,5.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,2.00,2.00,0.00,4.00,4.00,4.00,4.00,2.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,3.00,2.00,0.00,2.00,2.00,4.00,4.00,1.00,4.00,4.00,4.00,23.00,28.00,34.00,18.00,24.00,17.00,144.00
2.00,1.00,1.00,1.00,3.00,2.00,5.00,4.00,4.00,5.00,5.00,3.00,1.00,3.00,3.00,0.00,3.00,1.00,1.00,1.00,3.00,3.00,0.00,0.00,0.00,2.00,4.00,4.00,4.00,2.00,0.00,4.00,0.00,2.00,2.00,3.00,1.00,2.00,3.00,1.00,4.00,4.00,4.00,10.00,26.00,19.00,10.00,18.00,14.00,97.00
4.00,1.00,1.00,1.00,4.00,1.00,4.00,1.00,5.00,5.00,5.00,5.00,3.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,2.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00,4.00,1.00,0.00,2.00,2.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,12.00,25.00,13.00,1.00,12.00,8.00,71.00
4.00,1.00,1.00,1.00,1.00,1.00,5.00,4.00,5.00,5.00,3.00,4.00,3.00,4.00,3.00,4.00,2.00,2.00,3.00,2.00,4.00,4.00,1.00,3.00,3.00,4.00,4.00,4.00,4.00,3.00,0.00,0.00,3.00,4.00,2.00,4.00,0.00,4.00,4.00,0.00,4.00,4.00,4.00,9.00,26.00,32.00,18.00,20.00,16.00,121.00
5.00,4.00,1.00, ,3.00,4.00,4.00,4.00,4.00,5.00,3.00,3.00,1.00,0.00,2.00,1.00,2.00,0.00,2.00,2.00,2.00,3.00,2.00,3.00,2.00,4.00,4.00,3.00,2.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,3.00,3.00,2.00,2.00,3.00,4.00,2.00,17.00,23.00,17.00,16.00,17.00,14.00,104.00
5.00,5.00,4.00,5.00,5.00,1.00,4.00,4.00,3.00,4.00,5.00,2.00,0.00,3.00,4.00,3.00,1.00,4.00,4.00,2.00,3.00,3.00,2.00,2.00,0.00,4.00,4.00,4.00,4.00,0.00,4.00,4.00,4.00,4.00,0.00,4.00,4.00,4.00,3.00,4.00,3.00,4.00,4.00,25.00,22.00,29.00,14.00,28.00,18.00,136.00
4.00,1.00,1.00,5.00,4.00,1.00,3.00,4.00,3.00,4.00,4.00,3.00,4.00,2.00,0.00,2.00,0.00,0.00,2.00,0.00,4.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,3.00,0.00,4.00,0.00,3.00,3.00,4.00,3.00,2.00,2.00,3.00,4.00,16.00,21.00,18.00,0.00,17.00,14.00,86.00
5.00, ,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00, ,1.00,1.00,1.00, , , , , , , , , , , , , , ,24.00,29.00,5.00,4.00,1.00,0.00,63.00
5.00,5.00,1.00,5.00,1.00,3.00,4.00,3.00,5.00,5.00,4.00,2.00,4.00,4.00,2.00,4.00,2.00,3.00,2.00,2.00,4.00,4.00,4.00,0.00,2.00,2.00,3.00,2.00,4.00,2.00,2.00,4.00,4.00,2.00,3.00,4.00,4.00,4.00,4.00,1.00,2.00,4.00,2.00,20.00,23.00,35.00,9.00,29.00,15.00,131.00
4.00,1.00,5.00,1.00,5.00,1.00,3.00,4.00,4.00,5.00,5.00,3.00,1.00,2.00,4.00,1.00,3.00,3.00,3.00,2.00,4.00,4.00,3.00,2.00,3.00,2.00,3.00,4.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,2.00,2.00,4.00,3.00,17.00,24.00,30.00,14.00,33.00,16.00,134.00
1.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,1.00,1.00,3.00,2.00,2.00,4.00,4.00,1.00,1.00, , , , , , , , , , , , , , , , , , , , , , , , , , ,7.00,10.00,12.00,0.00,0.00,0.00,29.00
3.00,1.00,1.00,1.00,3.00,2.00,1.00,3.00,3.00,3.00,1.00,1.00,2.00,3.00,3.00,3.00,2.00,0.00,0.00,0.00,2.00,4.00,2.00,4.00,4.00,0.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,3.00,3.00,2.00,0.00,0.00,2.00,0.00,4.00,4.00,0.00,11.00,12.00,21.00,16.00,12.00,10.00,82.00
3.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,4.00,5.00,3.00,2.00,4.00,2.00,2.00,2.00,2.00,4.00,4.00,4.00,4.00,4.00,0.00,0.00,3.00,4.00,3.00,1.00,4.00,2.00,4.00,2.00,4.00,4.00,4.00,4.00,2.00,4.00,0.00,0.00,1.00,3.00,2.00,8.00,21.00,32.00,11.00,30.00,8.00,110.00
